Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
178.8,11.23,574,0,-35.57,-0.88,,390.69,2.3,22
178.9,10.88,574,0,-46.57,-1.01,,390.81,3.66,22
179,10.48,574,0,-56.47,-1.19,,390.86,4.56,22
179.1,10.05,574,0,-65,-1.34,,390.9,5.01,22
179.2,9.51,574,0,-64.5,-1.36,,390.9,4.36,22
179.3,8.95,574,0,-65,-1.44,,390.87,3.68,22
179.4,8.44,574,0,-64.5,-1.53,,390.77,2.93,22
179.5,7.89,574,0,-64.5,-1.52,,390.69,2.21,22
179.6,7.33,574,0,-64.59,-1.48,,390.64,1.56,22
179.7,6.77,574,0,-65,-1.51,,390.59,0.87,22
179.8,6.24,574,0,-64.5,-1.51,,390.54,0.07,22
179.9,5.67,574,0,-64.09,-1.53,,390.49,-0.7,22
180,5.15,574,0,-64.5,-1.52,,390.44,-1.4,22
180.1,4.57,574,0,-64.5,-1.51,,390.39,-2.09,22
180.2,4.07,574,0,-64.5,-1.4,,390.34,-2.74,22
180.3,3.57,574,0,-64.5,-1.32,,390.29,-3.37,22
180.4,3.11,574,0,-64.4,-1.27,,390.24,-3.97,22
180.5,2.68,574,0,-60.93,-1.14,,390.19,-4.53,22
180.6,2.31,574,0,-53.02,-0.98,,390.14,-4.98,22
180.7,1.97,574,0,-44.69,-0.89,,390.1,-5.37,22
180.8,1.68,574,0,-40.02,-0.79,,390.1,-5.62,22
180.9,1.41,574,0,-33.81,-0.69,,390.1,-5.8,22
181,1.17,574,0,-28.52,-0.59,,390.1,-5.8,22
181.1,1,574,0,-22.9,-0.48,,390.09,-5.8,22
181.2,0.8,574,0,-18.9,-0.44,,390.04,-5.8,22
181.3,0.79,574,0,-15.23,-0.43,,390.01,-5.79,22
181.4,0.6,574,0,-10.22,-0.56,,390.06,-5.74,22
181.5,0.55,574,0,-7.93,-0.34,,390.1,-5.67,22
181.6,0.48,574,0,-6.43,0.17,,390.1,-5.57,22
181.7,0.26,574,0,-4.5,0.21,,390.1,-5.46,22
181.8,0.2,574,0,-2.15,0,,390.1,-5.31,22
181.9,0.16,574,0,0,-0.04,,390.1,-5.21,22
182,0.13,574,0,0,0.08,,390.1,-5.26,22
182.1,0.11,574,0,0.43,0.06,,390.1,-5.29,22
182.2,0.09,574,0,0,0.02,,390.1,-5.24,22
182.3,0.08,574,0,0,0.01,,390.1,-5.21,22
182.4,0.08,574,0,0,0.06,,390.1,-5.26,22
182.5,0.06,574,0,0,0.04,,390.1,-5.3,22
182.6,0,574,0,0,0.01,,390.1,-5.3,22
182.7,0,574,0,0,0.05,,390.1,-5.31,22
182.8,0,574,0,0,0.02,,390.1,-5.36,22
182.9,0,574,0,0,-0.02,,390.1,-5.37,22
183,0,574,0,0,0.04,,390.1,-5.27,22
183.1,0,574,0,0,0.04,,390.1,-5.21,22
183.2,0,574,0,0,0.06,,390.1,-5.26,22
183.3,0,574,0,0,0.06,,390.1,-5.3,22
183.4,0,574,0,0,0.05,,390.1,-5.3,22
183.5,0,574,0,0,0.05,,390.1,-5.29,22
183.6,0,574,0,0,0.06,,390.1,-5.24,22
183.7,0,574,0,0,0.04,,390.1,-5.21,22
183.8,0,574,0,0,0.03,,390.1,-5.26,22
183.9,0,574,0,0,0.02,,390.1,-5.3,22
184,0,574,0,0,0.02,,390.1,-5.3,22
184.1,0,574,0,0,0.03,,390.1,-5.3,22
184.2,0,574,0,0,-0.01,,390.1,-5.3,22
184.3,0,574,0,0,0,,390.1,-5.3,22
184.4,0,574,0,0,0.01,,390.1,-5.3,22
184.5,0,574,0,0,0.04,,390.1,-5.31,22
184.6,0,574,0,0,0.02,,390.1,-5.36,22
184.7,0,574,0,0,0.04,,390.1,-5.39,22
184.8,0,574,0,0,0.02,,390.1,-5.34,22
184.9,0,574,0,0,0,,390.1,-5.3,22
185,0,574,0,0,0,,390.1,-5.3,22
185.1,0,574,0,0,0.04,,390.1,-5.31,22
185.2,0,574,0,0,0.01,,390.1,-5.36,22
185.3,0,574,0,0,0.04,,390.1,-5.4,22
185.4,0,574,0,0,0,,390.1,-5.4,22
185.5,0,574,0,0,0,,390.1,-5.4,22
185.6,0,574,0,0,0.01,,390.1,-5.4,22
185.7,0,574,0,0,0.04,,390.1,-5.4,22
185.8,0,574,0,0,0,,390.1,-5.4,22
185.9,0,574,0,0,-0.02,,390.1,-5.4,22
186,0,574,0,0,0,,390.1,-5.4,22
186.1,0,574,0,0,0.04,,390.1,-5.4,22
186.2,0,574,0,0,0,,390.1,-5.4,22
186.3,0,574,0,0,0.01,,390.1,-5.4,22
186.4,0,574,0,0,0.06,,390.1,-5.4,22
186.5,0,574,0,0,0.04,,390.1,-5.4,22
186.6,0,574,0,0,0.04,,390.1,-5.4,22
186.7,0,574,0,0,0.05,,390.1,-5.4,22
186.8,0,574,0,0,0.01,,390.1,-5.4,22
186.9,0,574,0,0,-0.02,,390.1,-5.4,22
187,0,574,0,0,0.01,,390.1,-5.4,22
187.1,0,574,0,0,0,,390.1,-5.4,22
187.2,0,574,0,0,-0.01,,390.1,-5.4,22
187.3,0,574,0,0,0.02,,390.1,-5.4,22
187.4,0,574,0,0,0.04,,390.1,-5.4,22
187.5,0,574,0,0,0.04,,390.1,-5.41,22
187.6,0,574,0,0,0.03,,390.1,-5.46,22
187.7,0,574,0,0,0.02,,390.1,-5.49,22
187.8,0,574,0,0,0.02,,390.1,-5.44,22
187.9,0,574,0,0,0.03,,390.1,-5.41,22
188,0,574,0,0,0.03,,390.1,-5.46,22
188.1,0,574,0,0,0.03,,390.1,-5.5,22
188.2,0,574,0,0,0.02,,390.1,-5.5,22
188.3,0,574,0,0,0.04,,390.1,-5.49,22
188.4,0,574,0,0,0.04,,390.1,-5.44,22
188.5,0,574,0,0,0.02,,390.1,-5.4,22
188.6,0,574,0,0,0.02,,390.1,-5.4,22
188.7,0,574,0,0,-0.01,,390.1,-5.4,22
188.8,0,574,0,0,0.02,,390.1,-5.4,22
188.9,0,574,0,0,0.02,,390.1,-5.4,22
189,0,574,0,0,0.02,,390.1,-5.4,22
189.1,0,574,0,0,0.03,,390.1,-5.4,22
189.2,0,574,0,0,0.02,,390.1,-5.4,22
189.3,0,574,0,0,0,,390.1,-5.4,22
189.4,0,574,0,0,0.03,,390.1,-5.4,22
189.5,0,574,0,0,0.02,,390.1,-5.39,22
189.6,0,574,0,0,-0.02,,390.1,-5.34,22
189.7,0,574,0,0,0.01,,390.1,-5.31,22
189.8,0,574,0,0,0.04,,390.1,-5.36,22
189.9,0,574,0,0,0.04,,390.1,-5.39,22
190,0,574,0,0,0.06,,390.1,-5.34,22
190.1,0,574,0,0,0.06,,390.1,-5.31,22
190.2,0,574,0,0,0.01,,390.1,-5.36,22
190.3,0,574,0,0,0.02,,390.1,-5.4,22
190.4,0,574,0,0,0.03,,390.1,-5.4,22
190.5,0,574,0,0,-0.01,,390.1,-5.4,22
190.6,0,574,0,0,0.02,,390.1,-5.4,22
190.7,0,574,0,0,0.05,,390.1,-5.4,22
190.8,0,574,0,0,0.04,,390.1,-5.4,22
190.9,0,574,0,0,0,,390.1,-5.39,22
191,0,574,0,0,-0.01,,390.1,-5.34,22
191.1,0,574,0,0,-0.01,,390.1,-5.31,22
191.2,0,574,0,0,0.03,,390.1,-5.36,22
191.3,0,574,0,0,0.06,,390.1,-5.39,22
191.4,0,574,0,0,0.04,,390.1,-5.34,22
191.5,0,574,0,0,0.03,,390.1,-5.31,22
191.6,0,574,0,0,0.03,,390.1,-5.36,22
191.7,0,574,0,0,0.03,,390.1,-5.39,22
191.8,0,574,0,0,0.02,,390.1,-5.34,22
191.9,0,574,0,0,0.04,,390.1,-5.3,22
192,0,574,0,0,0.02,,390.1,-5.3,22
192.1,0,574,0,0,0.01,,390.1,-5.3,22
192.2,0,574,0,0,0.02,,390.1,-5.3,22
192.3,0,574,0,0,0.04,,390.1,-5.31,22
192.4,0,574,0,0,0.04,,390.1,-5.36,22
192.5,0,574,0,0,0.03,,390.1,-5.39,22
192.6,0,574,0,0,0.02,,390.1,-5.34,22
192.7,0,574,0,0,0.02,,390.1,-5.3,22
192.8,0,574,0,0,0.03,,390.1,-5.3,22
192.9,0,574,0,0,-0.01,,390.1,-5.3,22
193,0,574,0,0,0.01,,390.1,-5.3,22
193.1,0,574,0,0,0.02,,390.1,-5.3,22
193.2,0,574,0,0,0.02,,390.1,-5.3,22
193.3,0,574,0,0,0.04,,390.1,-5.31,22
193.4,0,574,0,0,0.04,,390.1,-5.36,22
193.5,0,574,0,0,0.02,,390.1,-5.39,22
193.6,0,574,0,0,0.01,,390.1,-5.34,22
193.7,0,574,0,0,0.04,,390.1,-5.3,22
193.8,0,574,0,0,0.02,,390.1,-5.3,22
193.9,0,574,0,0,0.02,,390.1,-5.3,22
194,0,574,0,0,0.04,,390.1,-5.3,22
194.1,0,574,0,0,0.04,,390.1,-5.31,22
194.2,0,574,0,0,0.02,,390.1,-5.36,22
194.3,0,574,0,0,0.02,,390.1,-5.39,22
194.4,0,574,0,0,0.06,,390.1,-5.34,22
194.5,0,574,0,0,0.04,,390.1,-5.3,22
194.6,0,574,0,0,0.04,,390.1,-5.3,22
194.7,0,574,0,0,0,,390.1,-5.3,22
194.8,0,574,0,0,0,,390.1,-5.3,22
194.9,0,574,0,0,0.02,,390.1,-5.3,22
195,0,574,0,0,0.04,,390.1,-5.3,22
195.1,0,574,0,0,0.02,,390.1,-5.3,22
195.2,0,574,0,0,0.01,,390.1,-5.3,22
195.3,0,574,0,0,0.02,,390.1,-5.3,22
195.4,0,574,0,0,0.02,,390.1,-5.3,22
195.5,0,574,0,0,0.05,,390.1,-5.3,22
195.6,0,574,0,0,0.06,,390.1,-5.3,22
195.7,0,574,0,0,0.05,,390.1,-5.3,22
195.8,0,574,0,0,0.02,,390.1,-5.3,22
195.9,0,574,0,0,0.06,,390.1,-5.3,22
196,0,574,0,0,0.05,,390.1,-5.3,22
196.1,0,574,0,0,0.03,,390.1,-5.3,22
196.2,0,574,0,0,0.04,,390.1,-5.3,22
196.3,0,574,0,0,0.04,,390.1,-5.3,22
196.4,0,574,0,0,0.02,,390.1,-5.3,22
196.5,0,574,0,0,0.02,,390.1,-5.3,22
196.6,0,574,0,0,0.06,,390.1,-5.3,22
196.7,0,574,0,0,0.06,,390.1,-5.3,22
196.8,0,574,0,0,0.04,,390.1,-5.3,22
196.9,0,574,0,0,0.04,,390.1,-5.3,22
197,0,574,0,0,0.04,,390.1,-5.3,22
197.1,0,574,0,0,0.03,,390.1,-5.31,22
197.2,0,574,0,0,0.02,,390.1,-5.36,22
197.3,0,574,0,0,0,,390.1,-5.39,22
197.4,0,574,0,0,0.03,,390.1,-5.34,22
197.5,0,574,0,0,0.02,,390.1,-5.3,22
197.6,0,574,0,0,0.05,,390.1,-5.3,22
197.7,0,574,0,0,0.04,,390.1,-5.3,22
197.8,0,574,0,0,0.04,,390.1,-5.3,22
197.9,0,574,0,0,0.05,,390.1,-5.3,22
198,0,574,0,0,0.02,,390.1,-5.3,22
198.1,0,574,0,0,0.04,,390.1,-5.3,22
198.2,0,574,0,0,0.05,,390.1,-5.3,22
198.3,0,574,0,0,0.02,,390.1,-5.3,22
198.4,0,574,0,0,0.04,,390.1,-5.3,22
198.5,0,574,0,0,0.05,,390.1,-5.31,22
198.6,0,574,0,0,0.05,,390.1,-5.36,22
198.7,0,574,0,0,0.04,,390.1,-5.39,22
198.8,0,574,0,0,0.04,,390.1,-5.34,22
198.9,0,574,0,0,0.04,,390.1,-5.31,22
199,0,574,0,0,0.03,,390.1,-5.36,22
199.1,0,574,0,0,0.03,,390.1,-5.39,22
199.2,0,574,0,0,0.03,,390.1,-5.34,22
199.3,0,574,0,0,0.04,,390.1,-5.3,22
199.4,0,574,0,0,0.01,,390.1,-5.3,22
199.5,0,574,0,0,0,,390.1,-5.3,22
199.6,0,574,0,0,0,,390.1,-5.3,22
199.7,0,574,0,0,-0.02,,390.1,-5.3,22
199.8,0,574,0,0,0.02,,390.1,-5.3,22
199.9,0,574,0,0,0,,390.1,-5.29,22
200,0,574,0,0,0.01,,390.1,-5.24,22
200.1,0,574,0,0,0.06,,390.1,-5.21,22
200.2,0,574,0,0,0.04,,390.1,-5.26,22
200.3,0,574,0,0,0.04,,390.1,-5.31,22
200.4,0,574,0,0,0.02,,390.1,-5.36,22
200.5,0,574,0,0,0.02,,390.1,-5.37,22
200.6,0,574,0,0,0.03,,390.1,-5.27,22
200.7,0,574,0,0,0.04,,390.1,-5.21,22
200.8,0,574,0,0,0.02,,390.1,-5.26,22
200.9,0,574,0,0,0.05,,390.1,-5.29,22
201,0,574,0,0,0.06,,390.1,-5.24,22
201.1,0,574,0,0,0.04,,390.1,-5.21,22
201.2,0,574,0,0,0.02,,390.1,-5.26,22
201.3,0,574,0,0,0.01,,390.1,-5.31,22
201.4,0,574,0,0,0.02,,390.1,-5.36,22
201.5,0,574,0,0,0.04,,390.1,-5.37,22
201.6,0,574,0,0,0.04,,390.1,-5.27,22
201.7,0,574,0,0,0.03,,390.1,-5.21,22
201.8,0,574,0,0,0.02,,390.1,-5.26,22
201.9,0,574,0,0,0.01,,390.1,-5.3,22
202,0,574,0,0,0.04,,390.1,-5.3,22
202.1,0,574,0,0,0.04,,390.1,-5.3,22
202.2,0,574,0,0,0.02,,390.1,-5.3,22
202.3,0,574,0,0,0.02,,390.1,-5.29,22
202.4,0,574,0,0,0.03,,390.1,-5.24,22
202.5,0,574,0,0,0.04,,390.1,-5.2,22
202.6,0,574,0,0,0.04,,390.1,-5.2,22
202.7,0,574,0,0,0.04,,390.1,-5.2,22
202.8,0,574,0,0,0.05,,390.1,-5.2,22
202.9,0,574,0,0,0.04,,390.1,-5.2,22
203,0,574,0,0,0.02,,390.1,-5.2,22
203.1,0,574,0,0,0.01,,390.1,-5.2,22
203.2,0,574,0,0,0,,390.1,-5.2,22
203.3,0,574,0,0,0,,390.1,-5.2,22
203.4,0,574,0,0,0.05,,390.1,-5.2,22
203.5,0,574,0,0,0.03,,390.1,-5.2,22
203.6,0,574,0,0,0,,390.1,-5.2,22
203.7,0,574,0,0,0,,390.1,-5.2,22
203.8,0,574,0,0,0.01,,390.1,-5.2,22
203.9,0,574,0,0,0.04,,390.1,-5.2,22
204,0,574,0,0,0.05,,390.1,-5.2,22
204.1,0,574,0,0,0.06,,390.1,-5.2,22
204.2,0,574,0,0,0.04,,390.1,-5.2,22
204.3,0,574,0,0,0.02,,390.1,-5.2,22
204.4,0,574,0,0,-0.02,,390.1,-5.2,22
204.5,0,574,0,0,0.01,,390.1,-5.2,22
204.6,0,574,0,0,0.03,,390.1,-5.2,22
204.7,0,574,0,0,0.02,,390.1,-5.2,22
204.8,0,574,0,0,0.02,,390.1,-5.2,22
204.9,0,574,0,0,0.03,,390.1,-5.2,22
205,0,574,0,0,0.03,,390.1,-5.2,22
205.1,0,574,0,0,0.06,,390.1,-5.2,22
205.2,0,574,0,0,0.07,,390.1,-5.2,22
205.3,0,574,0,0,0,,390.1,-5.2,22
205.4,0,574,0,0,-0.02,,390.1,-5.2,22
205.5,0,574,0,0,0.02,,390.1,-5.2,22
205.6,0,574,0,0,0.02,,390.1,-5.2,22
205.7,0,574,0,0,-0.02,,390.1,-5.2,22
205.8,0,574,0,0,0.02,,390.1,-5.2,22
205.9,0,574,0,0,0.04,,390.1,-5.2,22
206,0,574,0,0,0.04,,390.1,-5.2,22
206.1,0,574,0,0,0.02,,390.1,-5.21,22
206.2,0,574,0,0,0.01,,390.1,-5.26,22
206.3,0,574,0,0,0.02,,390.1,-5.29,22
206.4,0,574,0,0,0.03,,390.1,-5.24,22
206.5,0,574,0,0,0.02,,390.1,-5.2,22
206.6,0,574,0,0,0.01,,390.1,-5.2,22
206.7,0,574,0,0,0.02,,390.1,-5.2,22
206.8,0,574,0,0,0.06,,390.1,-5.2,22
206.9,0,574,0,0,0.02,,390.1,-5.2,22
207,0,574,0,0,-0.01,,390.1,-5.2,22
207.1,0,574,0,0,0.02,,390.1,-5.2,22
207.2,0,574,0,0,0,,390.1,-5.2,22
207.3,0,574,0,0,0.02,,390.1,-5.2,22
207.4,0,574,0,0,0.02,,390.1,-5.2,22
207.5,0,574,0,0,0.04,,390.1,-5.23,22
207.6,0,574,0,0,0.04,,390.1,-5.33,22
207.7,0,574,0,0,0,,390.1,-5.36,22
207.8,0,574,0,0,0.02,,390.1,-5.21,22
207.9,0,574,0,0,0.03,,390.1,-5.13,22
208,0,574,0,0,0.03,,390.1,-5.23,22
208.1,0,574,0,0,0.03,,390.1,-5.29,22
208.2,0,574,0,0,0.03,,390.1,-5.24,22
208.3,0,574,0,0,0.02,,390.1,-5.21,22
208.4,0,574,0,0,0.02,,390.1,-5.26,22
208.5,0,574,0,0,0,,390.1,-5.29,22
208.6,0,574,0,0,0.04,,390.1,-5.24,22
208.7,0,574,0,0,0.04,,390.1,-5.2,22
208.8,0,574,0,0,-0.01,,390.1,-5.2,22
208.9,0,574,0,0,-0.02,,390.1,-5.21,22
209,0,574,0,0,0,,390.1,-5.26,22
209.1,0,574,0,0,0.01,,390.1,-5.29,22
209.2,0,574,0,0,0.02,,390.1,-5.24,22
209.3,0,574,0,0,0.04,,390.1,-5.21,22
209.4,0,574,0,0,0.05,,390.1,-5.26,22
209.5,0,574,0,0,0.05,,390.1,-5.29,22
209.6,0,574,0,0,0.06,,390.1,-5.24,22
209.7,0,574,0,0,0.06,,390.1,-5.2,22
209.8,0,574,0,0,0.05,,390.1,-5.2,22
209.9,0,574,0,0,0.01,,390.1,-5.21,22
210,0,574,0,0,0,,390.1,-5.26,22
210.1,0,574,0,0,0.02,,390.1,-5.29,22
210.2,0,574,0,0,0.04,,390.1,-5.24,22
210.3,0,574,0,0,0.02,,390.1,-5.2,22
210.4,0,574,0,0,0.01,,390.1,-5.2,22
210.5,0,574,0,0,0.02,,390.1,-5.2,22
210.6,0,574,0,0,0.02,,390.1,-5.2,22
210.7,0,574,0,0,0.01,,390.1,-5.21,22
210.8,0,574,0,0,0.04,,390.1,-5.26,22
210.9,0,574,0,0,0.05,,390.1,-5.29,22
211,0,574,0,0,0.06,,390.1,-5.24,22
211.1,0,574,0,0,0.04,,390.1,-5.2,22
211.2,0,574,0,0,0.02,,390.1,-5.2,22
211.3,0,574,0,0,0.02,,390.1,-5.24,22
211.4,0,574,0,0,0.02,,390.1,-5.39,22
211.5,0,574,0,0,0.02,,390.1,-5.5,22
211.6,0,574,0,0,0.02,,390.1,-5.5,22
211.7,0,574,0,0,0.01,,390.1,-5.54,22
211.8,0,574,1.7,0,0.01,,390.1,-5.69,22
211.9,0,574,25.04,0.58,0.04,,390.06,-6.3,22
212,0,574,40.45,7.06,0.28,,389.91,-8,22
212.1,0,574,43.78,49.02,1.24,,389.7,-10.65,22
212.2,0,574,43.35,124.64,2.21,,389.35,-15.6,22
212.3,1.01,574,43.2,164.81,2.64,,389.01,-20.16,22
212.4,2.1,574,43.5,172.08,2.75,,388.71,-23.76,22
212.5,3.25,574,43.5,174.42,2.79,,388.41,-27.21,22
212.6,4.31,574,43.8,174.42,2.77,,388.11,-30.31,22
212.7,5.34,574,44.49,173.34,2.75,,387.83,-33.48,22
212.8,6.38,574,47.1,170.66,2.74,,387.58,-36.83,22
212.9,7.34,574,48.97,170.42,2.74,,387.33,-40.08,22
213,8.38,574,51.17,169.92,2.77,,387.08,-43.08,22
213.1,9.36,574,53.04,169.27,2.75,,386.81,-46.12,22
213.2,10.37,574,55.17,167.58,2.69,,386.51,-49.27,22
213.3,11.32,574,55.75,165.58,2.67,,386.23,-52.31,22
213.4,12.28,574,55.9,165.34,2.71,,385.98,-55.06,22
213.5,13.22,574,55.75,164.08,2.68,,385.74,-57.78,22
213.6,14.15,574,55.75,162.58,2.61,,385.54,-60.43,22
213.7,15.06,574,55.75,161.84,2.62,,385.33,-63.02,22
213.8,16.03,574,55.73,160,2.63,,385.08,-65.47,22
213.9,16.96,574,55.58,157.61,2.55,,384.86,-67.85,22
214,17.84,574,55.59,156.05,2.41,,384.71,-70.05,22
214.1,18.69,574,55.73,155.45,2.49,,384.53,-72.23,22
214.2,19.59,574,55.73,152.95,2.41,,384.28,-74.38,22
214.3,20.44,574,55.41,152.95,2.38,,384.06,-76.38,22
214.4,21.38,574,55.46,151.55,2.15,,383.91,-78.03,22
214.5,22.06,574,54.99,148.61,2.34,,383.76,-79.74,22
214.6,22.92,574,55.11,145.66,2.34,,383.61,-81.59,22
214.7,23.83,574,54.98,146,2.3,,383.49,-82.97,22
214.8,24.43,574,54.81,143.22,2.31,,383.44,-83.22,22
214.9,25.27,574,54.33,139.84,2.3,,383.34,-83.96,22
215,26.1,574,53.54,138.45,2.27,,383.14,-85.86,22
215.1,26.86,574,52.33,138.95,2.19,,383.01,-86.89,22
215.2,27.65,574,51.98,132.45,2.05,,383.06,-85.84,22
215.3,28.36,574,49.99,128.95,2,,383.14,-84.42,22
215.4,28.95,574,48.07,126.89,1.91,,383.29,-82.12,22
215.5,29.61,574,44.75,117.28,1.75,,383.58,-78.27,22
215.6,30.2,574,44.28,103.78,1.58,,384.18,-70.67,22
215.7,30.73,574,44.43,90.34,1.39,,384.7,-64.01,22
215.8,31.12,574,44.28,79.84,1.14,,385.05,-59.61,22
215.9,31.52,574,44.76,74.34,0.88,,385.39,-55.5,22
216,31.91,574,44.86,67.78,0.91,,385.69,-52.1,22
216.1,32.31,574,45.2,60.61,0.94,,385.89,-49.8,22
216.2,32.59,574,44.88,65.44,0.79,,385.84,-50.15,22
216.3,33.03,574,44.88,63.39,0.87,,385.79,-50.44,22
216.4,33.27,574,44.88,63.94,0.92,,385.74,-50.59,22
216.5,33.57,574,45.03,61.89,0.88,,385.71,-50.55,22
216.6,33.86,574,45.5,59,0.89,,385.76,-50.06,22
216.7,34.26,574,45.36,58.05,0.8,,385.8,-49.77,22
216.8,34.52,574,46,57.61,0.85,,385.8,-50.02,22
216.9,34.81,574,47.86,58.5,0.89,,385.73,-51.18,22
217,35.17,574,49.58,61,0.94,,385.48,-54.63,22
217.1,35.51,574,49.85,65.66,1.03,,385.19,-58.39,22
217.2,35.9,574,49.7,71.55,1.08,,384.79,-62.94,22
217.3,36.26,574,49.38,76.95,1.15,,384.47,-66.63,22
217.4,36.75,574,49.55,78.39,1.18,,384.37,-68.13,22
217.5,37.2,574,49.55,77.66,1.22,,384.26,-69.65,22
217.6,37.72,574,49.53,78.55,1.27,,384.11,-71.25,22
217.7,38.09,574,49.23,80.11,1.26,,383.99,-72.37,22
217.8,38.49,574,49.38,80.5,1.18,,383.94,-72.27,22
217.9,38.98,574,49.38,78.55,1.37,,383.89,-72.26,22
218,39.43,574,49.23,78.89,1.2,,383.84,-72.46,22
218.1,39.78,574,49.23,77.56,1,,383.8,-72.6,22
218.2,40.2,574,49.38,76.56,1.06,,383.8,-72.6,22
218.3,40.52,574,49.23,75.61,1.02,,383.8,-72.61,22
218.4,40.88,574,49.23,75.5,1.07,,383.8,-72.66,22
218.5,41.21,574,49.36,75.5,1.2,,383.79,-72.88,22
218.6,41.66,574,49.55,73.44,1.03,,383.74,-73.53,22
218.7,42.07,574,49.55,74.61,0.94,,383.7,-73.87,22
218.8,42.42,574,49.05,74.44,1.15,,383.7,-73.42,22
218.9,42.75,574,48.91,73.44,1.14,,383.7,-73.03,22
219,43.13,574,48.78,72.44,1,,383.7,-72.78,22
219.1,43.47,574,48.94,71.94,0.93,,383.71,-72.39,22
219.2,43.82,574,48.65,69.11,0.8,,383.76,-71.64,22
219.3,44.1,574,48.61,69.5,1.08,,383.8,-70.84,22
219.4,44.47,574,48.3,66.61,1.77,,383.8,-69.94,22
219.5,44.85,574,47.01,67.83,1.59,,383.87,-68.35,22
219.6,45.29,574,44.86,66.45,1.16,,384.12,-65,22
219.7,45.63,574,42.96,59.89,0.95,,384.47,-60.3,22
219.8,45.86,574,40.65,54.22,0.69,,385.07,-52.2,22
219.9,46.11,574,38.16,44.61,0.57,,385.66,-44.47,22
220,46.34,574,35.88,35.33,0.46,,386.21,-37.67,22
220.1,46.42,574,34.62,27.56,0.29,,386.7,-31.59,22
220.2,46.52,574,32.89,24.28,0.17,,387.05,-27.34,22
220.3,46.58,574,27.56,19.5,0.13,,387.43,-22.87,22
220.4,46.71,574,21.28,14.5,0.07,,387.88,-17.82,22
220.5,46.71,574,9.25,9.78,-0.09,,388.43,-10.64,22
220.6,46.68,574,0,1.17,-0.23,,389.23,1.91,22
220.7,46.59,574,0,-12.28,-0.67,,390.24,15.84,22
220.8,46.25,574,0,-39.06,-1.03,,391.79,33.24,22
220.9,45.96,574,0,-52.95,-1.31,,393.07,47.39,22
221,45.43,574,0,-65.73,-1.55,,393.67,53.34,22
221.1,44.82,574,0,-71.44,-1.61,,394.1,57.46,22
221.2,44.24,574,0,-67.67,-1.57,,394.1,56.96,22
221.3,43.61,574,0,-72.06,-1.56,,394.09,56.13,22
221.4,43.25,574,5.67,-72.5,-1.49,,394.04,54.48,22
221.5,42.81,574,13.65,-70.5,-1.45,,393.83,50.86,22
221.6,42.3,574,17.34,-65.89,-1.29,,393.23,42.26,22
221.7,41.78,574,19.32,-51.22,-1.05,,392.6,33.61,22
221.8,41.46,574,21.69,-40.72,-0.78,,391.9,24.86,22
221.9,41.27,574,24.19,-30.27,-0.58,,391.22,16.16,22
222,41.11,574,26.93,-21.16,-0.42,,390.57,7.56,22
222.1,41,574,28.16,-9.22,-0.29,,390.01,0.38,22
222.2,40.92,574,30.02,-1.33,-0.16,,389.71,-3.22,22
222.3,40.91,574,31.88,0,-0.16,,389.49,-5.9,22
222.4,40.9,574,32.32,1,-0.1,,389.44,-6.25,22
222.5,40.93,574,33.74,1.06,-0.09,,389.37,-6.9,22
222.6,40.95,574,34.35,2.5,-0.11,,389.27,-8.3,22
222.7,40.98,574,34.36,3.11,-0.08,,389.19,-9.4,22
222.8,40.92,574,34.48,6.56,-0.07,,389.14,-9.75,22
222.9,40.97,574,34.65,4.94,-0.14,,389.09,-10.06,22
223,41,574,34.65,5,-0.04,,389.04,-10.26,22
223.1,41.04,574,34.48,5.06,-0.01,,389.01,-10.34,22
223.2,41.04,574,34.48,5.5,-0.05,,389.06,-10.14,22
223.3,41.05,574,34.65,4.94,0,,389.09,-10.06,22
223.4,41.07,574,34.8,5.06,0,,389.04,-10.26,22
223.5,41.06,574,34.8,5,-0.03,,389,-10.4,22
223.6,41.13,574,34.8,5.5,-0.02,,389,-10.4,22
223.7,41.15,574,34.65,5,-0.03,,389.01,-10.29,22
223.8,41.09,574,34.35,5.56,-0.05,,389.06,-9.89,22
223.9,41.11,574,34.32,4.44,-0.07,,389.1,-9.57,22
224,41.03,574,33.19,4.44,-0.07,,389.1,-9.47,22
224.1,41.13,574,31.23,4.44,-0.43,,389.13,-9.06,22
224.2,41.04,574,30.94,3.5,-0.26,,389.23,-7.86,22
224.3,41.29,574,31.1,2.39,0.32,,389.31,-6.89,22
224.4,41.36,574,30.76,-4.33,-0.14,,389.36,-6.49,22
224.5,41.21,574,29.85,0.56,-0.28,,389.4,-6.16,22
224.6,41.26,574,29.68,1,-0.1,,389.4,-6.01,22
224.7,41.27,574,29.53,0.5,-0.16,,389.41,-5.73,22
224.8,41.32,574,29.04,-2.61,-0.24,,389.46,-5.13,22
224.9,41.24,574,28.43,0,-0.18,,389.56,-4.07,22
225,41.21,574,27.02,-1.56,-0.18,,389.76,-1.87,22
225.1,41.2,574,21.78,-5.11,-0.32,,389.96,0.64,22
225.2,41.11,574,13.65,-10.5,-0.32,,390.16,3.94,22
225.3,41.11,574,4,-12.78,-0.53,,390.56,9.54,22
