Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
225.4,40.87,574,0,-24.78,-0.8,,391.46,20.94,22
225.5,40.67,574,0,-41.84,-1.08,,392.34,31.91,22
225.6,40.22,574,0,-60.78,-1.42,,393.19,41.81,22
225.7,39.71,574,0,-70.44,-1.43,,393.81,48.87,22
225.8,39.27,574,0,-70.5,-1.4,,393.86,48.77,22
225.9,38.79,574,0,-71.11,-1.51,,393.9,48.67,22
226,38.28,574,0.28,-74,-1.44,,393.9,48.57,22
226.1,37.79,574,12.58,-73.94,-1.56,,393.81,47.15,22
226.2,37.19,574,22.02,-72.77,-1.42,,393.51,42.4,22
226.3,36.88,574,24.73,-62.33,-1.16,,393.12,36.57,22
226.4,36.54,574,24.9,-50.94,-1.04,,392.47,28.02,22
226.5,36.28,574,24.9,-40.03,-0.88,,391.83,19.77,22
226.6,36.07,574,24.9,-27,-0.6,,391.23,12.27,22
226.7,35.93,574,24.88,-17.71,-0.33,,390.73,6.12,22
226.8,35.87,574,24.58,-10.32,-0.37,,390.48,3.37,22
226.9,35.81,574,24.73,-7.74,-0.43,,390.31,1.66,22
227,35.82,574,24.73,-10.68,-0.38,,390.36,2.56,22
227.1,35.71,574,24.59,-11.5,-0.27,,390.4,3.11,22
227.2,35.67,574,24.73,-10.43,-0.43,,390.4,2.81,22
227.3,35.57,574,24.73,-11.03,-0.44,,390.4,2.69,22
227.4,35.56,574,24.9,-11.47,-0.4,,390.4,2.99,22
227.5,35.56,574,24.73,-11.53,-0.36,,390.4,3.17,22
227.6,35.53,574,24.73,-11.03,-0.4,,390.4,3.07,22
227.7,35.42,574,24.73,-11.5,-0.46,,390.4,2.94,22
227.8,35.36,574,24.9,-11.03,-0.42,,390.4,2.74,22
227.9,35.33,574,24.73,-11.97,-0.28,,390.4,2.61,22
228,35.26,574,24.58,-10.97,-0.4,,390.4,2.66,22
228.1,35.16,574,24.4,-11.53,-0.41,,390.41,2.86,22
228.2,35.07,574,23.63,-12.03,-0.32,,390.46,3.41,22
228.3,35.02,574,22.39,-13.53,-0.49,,390.53,4.17,22
228.4,34.92,574,21.93,-16.47,-0.54,,390.63,5.47,22
228.5,34.85,574,21.8,-16.59,-0.48,,390.7,6.46,22
228.6,34.7,574,21.8,-18.6,-0.42,,390.7,6.66,22
228.7,34.58,574,21.93,-17.53,-0.39,,390.71,6.86,22
228.8,34.49,574,21.93,-18.07,-0.65,,390.76,7.06,22
228.9,34.41,574,21.8,-18.47,-0.59,,390.8,7.17,22
229,34.25,574,21.8,-18.47,-0.22,,390.8,7.07,22
229.1,34.21,574,21.92,-18.03,-0.46,,390.8,7.06,22
229.2,34.13,574,21.8,-18.5,-0.58,,390.8,7.26,22
229.3,34.01,574,21.48,-19,-0.59,,390.8,7.46,22
229.4,33.88,574,21.3,-18.53,-0.53,,390.8,7.66,22
229.5,33.78,574,21.48,-19.53,-0.38,,390.8,7.74,22
229.6,33.66,574,21.14,-19.03,-0.4,,390.8,7.54,22
229.7,33.6,574,21,-19.5,-0.64,,390.81,7.5,22
229.8,33.46,574,20.99,-20.97,-0.54,,390.86,7.85,22
229.9,33.45,574,19.46,-21,-0.43,,390.94,8.73,22
230,33.2,574,17.73,-22,-0.65,,391.09,10.93,22
230.1,33.1,574,16.35,-27.03,-0.78,,391.26,13.05,22
230.2,32.88,574,16.35,-35.42,-0.8,,391.46,15,22
230.3,32.72,574,16.2,-35.02,-0.78,,391.59,16.29,22
230.4,32.49,574,16.34,-33.45,-0.78,,391.54,15.89,22
230.5,32.28,574,16.53,-33,-0.79,,391.5,15.49,22
230.6,31.98,574,16.53,-33.5,-0.84,,391.5,15.09,22
230.7,31.83,574,16.65,-32.52,-0.84,,391.5,14.77,22
230.8,31.74,574,16.98,-33,-0.87,,391.5,14.67,22
230.9,31.69,574,16.98,-32.5,-0.83,,391.49,14.43,22
231,31.49,574,16.53,-30.52,-0.72,,391.44,13.83,22
231.1,31.21,574,16.65,-31.48,-0.79,,391.4,13.46,22
231.2,30.92,574,16.65,-32.52,-0.83,,391.4,13.66,22
231.3,30.8,574,16.53,-32.48,-0.85,,391.41,13.87,22
231.4,30.63,574,15.91,-32.96,-0.78,,391.46,14.12,22
231.5,30.45,574,15.43,-34,-0.86,,391.51,14.46,22
231.6,30.25,574,16.01,-37.46,-0.91,,391.56,15.01,22
231.7,29.97,574,17.54,-36.04,-0.75,,391.53,14.53,22
231.8,29.82,574,18.68,-30.17,-0.56,,391.28,11.48,22
231.9,29.64,574,19.44,-25.08,-0.65,,391.09,9.06,22
232,29.52,574,20.36,-24.08,-0.54,,391.04,8.21,22
232.1,29.41,574,20.23,-23.42,-0.45,,390.99,7.51,22
232.2,29.29,574,20.08,-22.96,-0.48,,390.94,7.21,22
232.3,29.14,574,19.9,-21.96,-0.58,,390.91,7.13,22
232.4,28.98,574,19.47,-23.5,-0.57,,390.96,7.58,22
232.5,28.84,574,15.69,-24.42,-0.64,,391.09,8.97,22
232.6,28.67,574,11.37,-28.38,-0.69,,391.39,12.72,22
232.7,28.54,574,4.67,-39.79,-0.85,,391.76,17.35,22
232.8,28.23,574,0.43,-53.76,-1.17,,392.31,24.2,22
232.9,27.77,574,0.2,-67.51,-1.45,,392.74,29.54,22
233,27.35,574,1.11,-76,-1.43,,392.89,31.09,22
233.1,26.87,574,5.07,-74.19,-1.47,,392.93,31.15,22
233.2,26.39,574,9.05,-72.2,-1.44,,392.68,27.45,22
233.3,26.03,574,12.15,-60.45,-1.23,,392.39,23.29,22
233.4,25.61,574,14.09,-49.32,-1.04,,391.99,17.99,22
233.5,25.36,574,16.61,-40.2,-0.79,,391.61,13.22,22
233.6,25.22,574,18.65,-33.63,-0.67,,391.31,9.77,22
233.7,25.02,574,18.95,-26.07,-0.47,,391.09,7.16,22
233.8,24.89,574,19.13,-24.43,-0.58,,391.04,6.66,22
233.9,24.75,574,19.6,-25.07,-0.67,,390.99,6.06,22
234,24.61,574,21.19,-25.09,-0.56,,390.94,5.21,22
234.1,24.47,574,22.73,-21.26,-0.52,,390.87,4.26,22
234.2,24.43,574,22.88,-15.87,-0.45,,390.77,3.06,22
234.3,24.31,574,22.88,-16.36,-0.44,,390.7,2.23,22
234.4,24.24,574,22.73,-16.5,-0.45,,390.7,2.33,22
234.5,24.18,574,22.55,-17,-0.4,,390.69,2.37,22
234.6,24.11,574,22.55,-17,-0.36,,390.64,2.27,22
234.7,24.01,574,22.55,-16.83,-0.44,,390.6,2.2,22
234.8,23.93,574,22.55,-17,-0.48,,390.6,2.2,22
234.9,23.86,574,22.55,-17,-0.39,,390.6,2.17,22
235,23.73,574,22.73,-16.69,-0.35,,390.6,2.07,22
235.1,23.58,574,22.88,-16.69,-0.52,,390.6,1.97,22
235.2,23.6,574,24.4,-16.31,-0.29,,390.6,1.87,22
235.3,23.57,574,24.31,-16,-0.3,,390.59,1.64,22
235.4,23.49,574,23.71,-11.81,-0.38,,390.54,1.09,22
235.5,23.54,574,22.59,-13.93,-0.54,,390.53,0.94,22
235.6,23.41,574,21.37,-14,-0.48,,390.63,1.79,22
235.7,23.23,574,21.3,-17.8,-0.33,,390.7,2.56,22
235.8,23.21,574,21.3,-20.29,-0.46,,390.7,3.11,22
235.9,23.16,574,21.48,-20.71,-0.47,,390.7,3.43,22
236,23.03,574,21.48,-19.43,-0.47,,390.7,3.18,22
236.1,22.89,574,21.48,-19.73,-0.54,,390.7,2.97,22
236.2,22.8,574,21.63,-19.75,-0.53,,390.7,2.87,22
236.3,22.69,574,22.25,-19.5,-0.48,,390.69,2.52,22
236.4,22.61,574,23.63,-18,-0.42,,390.64,1.52,22
236.5,22.54,574,24.16,-15.1,-0.38,,390.59,0.65,22
236.6,22.5,574,24.25,-12.44,-0.4,,390.54,0.09,22
236.7,22.43,574,24.4,-12.5,-0.38,,390.5,-0.29,22
236.8,22.36,574,24.25,-12.5,-0.4,,390.5,-0.24,22
236.9,22.29,574,23.95,-12.5,-0.4,,390.5,-0.13,22
237,22.23,574,23.65,-13.66,-0.39,,390.5,0.12,22
237.1,22.13,574,23.8,-14.34,-0.38,,390.5,0.29,22
237.2,21.99,574,23.95,-13.34,-0.45,,390.5,0.24,22
237.3,22.04,574,24.5,-14,-0.4,,390.47,-0.13,22
237.4,21.98,574,25.6,-12.84,-0.51,,390.37,-1.33,22
237.5,21.86,574,25.55,-8.51,-0.25,,390.29,-2.38,22
237.6,21.78,574,27.63,-8.16,-0.25,,390.24,-3.03,22
237.7,21.77,574,28.23,-5.68,-0.35,,390.2,-3.64,22
237.8,21.63,574,28.45,-2,-0.31,,390.2,-4.14,22
237.9,21.59,574,28.13,-3.51,-0.2,,390.19,-4.49,22
238,21.78,574,28.13,-2.5,-0.2,,390.14,-4.44,22
238.1,21.57,574,28.6,-3,-0.41,,390.1,-4.44,22
238.2,21.5,574,28.63,-1.61,-0.24,,390.1,-4.59,22
238.3,21.52,574,29.2,-2.5,-0.23,,390.1,-4.77,22
238.4,21.46,574,29.38,-1.5,-0.25,,390.1,-5.02,22
238.5,21.53,574,30.96,0,-0.14,,390.09,-5.32,22
238.6,21.42,574,31.85,-0.93,-0.09,,390.04,-5.77,22
238.7,21.36,574,34.4,1.5,-0.06,,389.96,-6.64,22
238.8,21.3,574,35.9,3,-0.24,,389.81,-8.59,22
238.9,21.23,574,38.99,7.5,-0.17,,389.67,-10.29,22
239,21.37,574,38.83,7.5,0.09,,389.57,-11.34,22
239.1,21.32,574,40.2,12.96,0.16,,389.46,-12.65,22
239.2,21.42,574,40.23,16.97,0.02,,389.31,-14.65,22
239.3,21.52,574,40.08,21.34,0.13,,389.17,-16.48,22
239.4,21.8,574,40.08,21.5,0.07,,389.07,-17.88,22
239.5,22.09,574,39.93,25.8,0.32,,388.96,-19.27,22
239.6,22.33,574,38.59,27.93,0.42,,388.81,-20.62,22
239.7,22.47,574,38.4,31.5,0.39,,388.71,-21.46,22
239.8,22.61,574,38.23,29.18,-0.39,,388.76,-20.96,22
239.9,22.74,574,38.1,29.09,-0.21,,388.8,-20.5,22
240,22.86,574,37.51,25.59,0.26,,388.8,-20.15,22
240.1,22.96,574,34.58,27.41,0.24,,388.84,-19.32,22
240.2,23.07,574,27.69,25.26,0.27,,388.99,-17.22,22
240.3,23.1,574,23.13,19.51,0.22,,389.18,-14.52,22
240.4,23.2,574,13.34,13.06,0.09,,389.48,-10.21,22
240.5,23.22,574,2.15,2.83,-0.15,,389.85,-5.03,22
240.6,23.13,574,0,-5,-0.45,,390.4,2.47,22
240.7,22.84,574,0,-30.83,-0.68,,390.92,9.21,22
240.8,22.48,574,0,-43.63,-0.89,,391.37,13.96,22
240.9,21.98,574,0,-55.69,-1.21,,391.81,18.63,22
241,21.48,574,0,-72.31,-1.56,,392.21,23.08,22
241.1,20.87,574,0,-84.6,-1.79,,392.49,26.01,22
241.2,20.21,574,0,-83.57,-1.62,,392.44,24.96,22
241.3,19.67,574,0,-84.75,-1.56,,392.37,23.85,22
241.4,19.09,574,0,-85,-1.69,,392.27,22.6,22
241.5,18.47,574,0,-83.5,-1.64,,392.19,21.37,22
241.6,17.9,574,0,-84.5,-1.66,,392.14,20.17,22
241.7,17.25,574,0,-82.75,-1.55,,392.09,19.12,22
241.8,16.6,574,0,-84.01,-1.4,,392.04,18.47,22
241.9,16.06,574,0,-84.75,-1.58,,391.97,17.63,22
242,15.44,574,0,-84.25,-1.87,,391.87,16.28,22
242.1,14.7,574,0,-83,-1.83,,391.79,15.09,22
242.2,14.24,574,0,-83.5,-1.47,,391.74,14.34,22
242.3,13.72,574,0,-84.25,-1.47,,391.67,13.51,22
242.4,13.17,574,0,-84.26,-1.54,,391.57,12.46,22
242.5,12.48,574,0,-83.74,-1.68,,391.49,11.45,22
242.6,11.84,574,0,-84,-1.66,,391.44,10.55,22
242.7,11.25,574,0,-84,-1.58,,391.37,9.61,22
242.8,10.67,574,0,-84,-1.59,,391.27,8.56,22
242.9,10.12,574,0,-83.26,-1.58,,391.19,7.52,22
243,9.53,574,0,-84,-1.59,,391.14,6.52,22
243.1,8.97,574,0,-83.76,-1.55,,391.07,5.54,22
243.2,8.36,574,0,-84.26,-1.56,,390.97,4.59,22
243.3,7.82,574,0,-83.5,-1.57,,390.89,3.64,22
243.4,7.26,574,0,-83.5,-1.62,,390.84,2.69,22
243.5,6.67,574,0,-84,-1.64,,390.77,1.7,22
243.6,6.02,574,0,-83.5,-1.82,,390.67,0.6,22
243.7,5.34,574,0,-83.84,-2.07,,390.57,-0.57,22
243.8,4.64,574,0,-83.5,-2.19,,390.47,-1.92,22
243.9,3.91,574,0,-83.18,-2.16,,390.37,-3.2,22
244,3.2,574,0,-74.85,-1.95,,390.27,-4.3,22
244.1,2.59,574,0,-65.68,-1.54,,390.19,-5.25,22
244.2,2.08,574,0,-57.84,-1.19,,390.14,-5.8,22
244.3,1.7,574,0,-47.67,-0.93,,390.09,-6.23,22
244.4,1.35,574,0,-37.05,-0.78,,390.04,-6.33,22
244.5,1.1,574,0,-30.78,-0.67,,390,-6.4,22
244.6,0.91,574,0,-24.32,-0.52,,390,-6.4,22
244.7,0.79,574,0,-18.65,-0.43,,390,-6.37,22
244.8,0.67,574,0,-13.82,-0.33,,390,-6.27,22
244.9,0.64,574,0,-9,-0.28,,390,-6.2,22
245,0.32,574,0,-6.44,-0.26,,390,-6.2,22
245.1,0.3,574,0,-5.44,-0.13,,390.01,-6.14,22
245.2,0.27,574,0,-1.06,-0.02,,390.06,-5.94,22
245.3,0.17,574,0,0,0,,390.1,-5.8,22
245.4,0.14,574,0,0,0,,390.1,-5.8,22
245.5,0.2,574,0,0,-0.02,,390.1,-5.8,22
245.6,0.27,574,0,0,-0.04,,390.1,-5.8,22
245.7,0.2,574,0,0,-0.04,,390.1,-5.8,22
245.8,0.16,574,0,0,0.02,,390.1,-5.8,22
245.9,0.09,574,0,0,0,,390.1,-5.8,22
246,0.04,574,0,0,-0.03,,390.1,-5.8,22
246.1,0.09,574,0,0,-0.03,,390.1,-5.8,22
246.2,0.08,574,0,0,-0.03,,390.1,-5.8,22
246.3,0.08,574,0,0,-0.03,,390.1,-5.8,22
246.4,0.06,574,0,0,-0.04,,390.1,-5.8,22
246.5,0,574,6.39,0,-0.04,,390.09,-5.86,22
246.6,0,574,10.27,1.5,0.01,,390.04,-6.06,22
246.7,0,574,12.13,4.46,0.11,,390,-6.27,22
246.8,0,574,12.84,11.96,0.16,,390,-6.52,22
246.9,0,574,13.25,15.36,0.21,,389.99,-6.76,22
247,0,574,13.43,20.23,0.28,,389.94,-6.96,22
247.1,0,574,13.25,23.73,0.31,,389.9,-7.13,22
247.2,0.07,574,13.25,26.09,0.33,,389.9,-7.23,22
247.3,0.26,574,13.25,27.84,0.39,,389.9,-7.36,22
247.4,0.53,574,13.25,29.17,0.38,,389.9,-7.56,22
247.5,0.71,574,13.25,30.44,0.38,,389.9,-7.73,22
247.6,0.9,574,13.25,31.5,0.44,,389.9,-7.83,22
247.7,1.13,574,13.25,32.44,0.43,,389.9,-7.93,22
247.8,1.24,574,13.1,32.69,0.42,,389.9,-8.03,22
247.9,1.46,574,13.1,31.29,0.4,,389.9,-8.1,22
248,1.56,574,13.1,30.58,0.39,,389.9,-8.1,22
248.1,1.73,574,12.93,30,0.4,,389.9,-8.11,22
248.2,1.89,574,12.32,28.42,0.39,,389.9,-8.16,22
248.3,2.05,574,10.44,27,0.36,,389.9,-8.13,22
248.4,2.2,574,9.14,24.35,0.32,,389.9,-7.88,22
248.5,2.32,574,7.13,20.5,0.24,,389.9,-7.62,22
248.6,2.43,574,6.73,16.25,0.14,,389.9,-7.32,22
248.7,2.5,574,6.9,11.72,0.07,,389.91,-7.02,22
248.8,2.55,574,6.9,8.26,0.02,,389.96,-6.72,22
248.9,2.57,574,7.05,4.78,-0.02,,390,-6.46,22
249,2.59,574,6.73,2.54,-0.02,,390,-6.31,22
249.1,2.6,574,6.66,1.26,-0.04,,390,-6.19,22
249.2,2.61,574,6.73,0.74,-0.05,,390,-6.14,22
249.3,2.59,574,6.9,0.5,-0.06,,390,-6.07,22
249.4,2.56,574,7.23,-0.86,-0.08,,390,-5.97,22
249.5,2.54,574,7.35,-2.79,-0.13,,390,-5.89,22
249.6,2.5,574,7.35,-3,-0.15,,390,-5.84,22
249.7,2.46,574,7.4,-3.15,-0.16,,390,-5.8,22
249.8,2.41,574,7.83,-4.84,-0.17,,390,-5.8,22
249.9,2.36,574,7.98,-6,-0.17,,390,-5.81,22
250,2.29,574,7.83,-5.89,-0.2,,390,-5.86,22
250.1,2.25,574,7.94,-4.84,-0.2,,390,-5.89,22
250.2,2.18,574,7.98,-4.5,-0.2,,390,-5.84,22
250.3,2.14,574,7.98,-4,-0.16,,390,-5.81,22
250.4,2.09,574,8.15,-3.91,-0.13,,390,-5.86,22
250.5,2.05,574,8.3,-3.64,-0.13,,390,-5.9,22
250.6,2.02,574,8.3,-1.31,-0.08,,390,-5.9,22
250.7,2.01,574,8.13,0,-0.06,,390,-5.9,22
250.8,1.98,574,6.47,0,-0.1,,390,-5.9,22
250.9,1.97,574,0,-1.87,-0.12,,390,-5.89,22
251,1.93,574,0,-3.84,-0.14,,390,-5.84,22
251.1,1.9,574,0,-3.04,-0.16,,390,-5.8,22
251.2,1.84,574,0,-4.54,-0.17,,390,-5.8,22
251.3,1.8,574,0,-5.49,-0.18,,390,-5.8,22
251.4,1.73,574,0,-6.46,-0.2,,390,-5.8,22
251.5,1.67,574,0,-7.06,-0.24,,390,-5.8,22
251.6,1.59,574,0,-8.83,-0.24,,390,-5.8,22
251.7,1.52,574,0,-9.17,-0.27,,390,-5.81,22
251.8,1.49,574,0,-10.35,-0.26,,390,-5.86,22
251.9,1.38,574,0,-11.38,-0.28,,390,-5.91,22
252,1.33,574,0,-12.39,-0.32,,390,-5.96,22
252.1,1.19,574,0,-13.87,-0.34,,390,-6.01,22
252.2,1.12,574,0,-14.5,-0.39,,390,-6.06,22
252.3,1.03,574,0,-15.25,-0.5,,390,-6.09,22
252.4,0.92,574,0,-14.13,-0.6,,390,-6.04,22
252.5,0.83,574,0,-11.87,-0.69,,390,-6,22
252.6,0.78,574,0,-10.5,-0.89,,390,-6,22
252.7,0.66,574,0,-7.67,-0.29,,390,-5.97,22
252.8,0.41,574,0,-4.81,0.27,,390,-5.87,22
252.9,0.19,574,0,-2.56,0.11,,390,-5.77,22
253,0.17,574,0,0,-0.16,,390,-5.67,22
253.1,0.14,574,0,0,-0.08,,390,-5.59,22
253.2,0.12,574,0,0,0.04,,390,-5.54,22
253.3,0.09,574,0,0,-0.02,,390,-5.5,22
253.4,0.09,574,0,0,-0.07,,390,-5.5,22
253.5,0.08,574,0,0,-0.06,,390,-5.51,22
253.6,0.07,574,0,0,-0.02,,390,-5.56,22
253.7,0,574,0,0,-0.05,,390,-5.59,22
253.8,0,574,0,0,-0.06,,390,-5.54,22
253.9,0,574,0,0,-0.02,,390,-5.5,22
254,0,574,0,0,-0.05,,390,-5.5,22
254.1,0,574,0,0,-0.06,,390,-5.51,22
254.2,0,574,0,0,-0.04,,390,-5.56,22
254.3,0,574,0,0,-0.03,,390,-5.57,22
254.4,0,574,0,0,-0.03,,390,-5.47,22
254.5,0,574,0,0,-0.06,,390,-5.43,22
254.6,0,574,0,0,-0.04,,390,-5.53,22
254.7,0,574,0,0,-0.03,,390,-5.57,22
254.8,0,574,0,0,-0.03,,390,-5.47,22
254.9,0,574,0,0,-0.07,,390,-5.41,22
255,0,574,0,0,-0.05,,390,-5.46,22
255.1,0,574,0,0,-0.04,,390,-5.5,22
255.2,0,574,0,0,-0.05,,390,-5.5,22
255.3,0,574,0,0,-0.04,,390,-5.5,22
255.4,0,574,0,0,-0.03,,390,-5.5,22
255.5,0,574,0,0,-0.03,,390.01,-5.51,22
255.6,0,574,0,0,-0.03,,390.06,-5.56,22
255.7,0,574,0,0,-0.03,,390.09,-5.59,22
255.8,0,574,0,0,-0.06,,390.04,-5.54,22
255.9,0,574,0,0,-0.07,,390,-5.5,22
256,0,574,0,0,-0.06,,390,-5.5,22
256.1,0,574,0,0,-0.04,,390,-5.5,22
256.2,0,574,0,0,-0.03,,390,-5.5,22
256.3,0,574,0,0,-0.02,,390,-5.5,22
256.4,0,574,0,0,-0.02,,390,-5.5,22
256.5,0,574,0,0,-0.03,,390,-5.5,22
256.6,0,574,0,0,-0.02,,390,-5.5,22
256.7,0,574,0,0,-0.02,,390,-5.49,22
256.8,0,574,0,0,-0.06,,390,-5.44,22
256.9,0,574,0,0,-0.04,,390,-5.4,22
257,0,574,0,0,-0.03,,390,-5.4,22
257.1,0,574,0,0,-0.03,,390,-5.41,22
257.2,0,574,0,0,-0.04,,390,-5.46,22
257.3,0,574,0,0,-0.04,,390,-5.5,22
257.4,0,574,0,0,-0.06,,390,-5.5,22
257.5,0,574,0,0,-0.06,,390,-5.5,22
257.6,0,574,0,0,-0.04,,390,-5.5,22
257.7,0,574,0,0,-0.03,,390,-5.5,22
257.8,0,574,0,0,-0.04,,390,-5.5,22
257.9,0,574,0,0,-0.04,,390,-5.49,22
258,0,574,0,0,-0.03,,390,-5.44,22
258.1,0,574,0,0,-0.03,,390,-5.41,22
258.2,0,574,0,0,-0.04,,390,-5.46,22
258.3,0,574,0,0,-0.05,,390,-5.5,22
258.4,0,574,0,0,-0.04,,390,-5.5,22
258.5,0,574,0,0,-0.03,,390,-5.49,22
258.6,0,574,0,0,-0.04,,390,-5.44,22
258.7,0,574,0,0,-0.05,,390,-5.41,22
258.8,0,574,0,0,-0.05,,390,-5.46,22
258.9,0,574,0,0,-0.08,,390,-5.5,22
259,0,574,0,0,-0.06,,390,-5.5,22
259.1,0,574,0,0,-0.02,,390,-5.5,22
259.2,0,574,0,0,-0.01,,390,-5.5,22
259.3,0,574,0,0,-0.02,,390,-5.5,22
259.4,0,574,0,0,-0.02,,390,-5.5,22
259.5,0,574,0,0,-0.02,,390,-5.49,22
259.6,0,574,0,0,-0.07,,390,-5.44,22
259.7,0,574,0,0,-0.06,,390,-5.41,22
259.8,0,574,0,0,-0.04,,390,-5.46,22
259.9,0,574,0,0,-0.03,,390,-5.5,22
260,0,574,0,0,-0.02,,390,-5.5,22
260.1,0,574,0,0,-0.02,,390,-5.5,22
260.2,0,574,0,0,-0.06,,390,-5.5,22
260.3,0,574,0,0,-0.04,,390,-5.49,22
260.4,0,574,0,0,-0.03,,390,-5.44,22
260.5,0,574,0,0,-0.06,,390,-5.41,22
260.6,0,574,0,0,-0.06,,390,-5.46,22
260.7,0,574,0,0,-0.04,,390,-5.49,22
260.8,0,574,0,0,-0.03,,390,-5.44,22
260.9,0,574,0,0,-0.04,,390,-5.4,22
261,0,574,0,0,-0.04,,390,-5.4,22
261.1,0,574,0,0,-0.03,,390.01,-5.41,22
261.2,0,574,0,0,-0.03,,390.06,-5.46,22
261.3,0,574,0,0,-0.04,,390.1,-5.49,22
261.4,0,574,0,0,-0.04,,390.1,-5.44,22
261.5,0,574,0,0,-0.02,,390.09,-5.4,22
261.6,0,574,0,0,-0.02,,390.04,-5.4,22
261.7,0,574,0,0,-0.04,,390,-5.41,22
261.8,0,574,0,0,-0.05,,390,-5.46,22
261.9,0,574,0,0,-0.04,,390,-5.49,22
262,0,574,0,0,-0.03,,390,-5.44,22
262.1,0,574,0,0,-0.03,,390,-5.4,22
262.2,0,574,0,0,-0.03,,390,-5.4,22
262.3,0,574,0,0,-0.03,,390,-5.4,22
262.4,0,574,0,0,-0.04,,390,-5.4,22
262.5,0,574,0,0,-0.05,,390,-5.4,22
262.6,0,574,0,0,-0.04,,390,-5.4,22
262.7,0,574,0,0,-0.04,,390,-5.41,22
262.8,0,574,0,0,-0.06,,390,-5.46,22
262.9,0,574,0,0,-0.04,,390,-5.49,22
263,0,574,0,0,-0.03,,390,-5.44,22
263.1,0,574,0,0,-0.06,,390,-5.41,22
263.2,0,574,0,0,-0.06,,390,-5.46,22
263.3,0,574,0,0,-0.05,,390,-5.49,22
263.4,0,574,0,0,-0.04,,390,-5.44,22
263.5,0,574,0,0,-0.04,,390,-5.4,22
263.6,0,574,0,0,-0.04,,390,-5.4,22
263.7,0,574,0,0,-0.03,,390,-5.41,22
263.8,0,574,0,0,-0.03,,390,-5.46,22
263.9,0,574,0,0,-0.04,,390,-5.49,22
264,0,574,0,0,-0.06,,390,-5.44,22
264.1,0,574,0,0,-0.04,,390,-5.41,22
264.2,0,574,0,0,-0.03,,390,-5.46,22
264.3,0,574,0,0,-0.06,,390,-5.5,22
264.4,0,574,0,0,-0.04,,390,-5.5,22
264.5,0,574,0,0,-0.06,,390,-5.49,22
264.6,0,574,0,0,-0.03,,390,-5.44,22
264.7,0,574,0,0,-0.02,,390,-5.4,22
264.8,0,574,0,0,-0.03,,390,-5.4,22
264.9,0,574,0,0,-0.04,,390,-5.4,22
265,0,574,0,0,-0.04,,390,-5.4,22
265.1,0,574,0,0,-0.04,,390,-5.41,22
265.2,0,574,0,0,-0.04,,390,-5.46,22
265.3,0,574,0,0,-0.03,,390,-5.5,22
265.4,0,574,0,0,-0.02,,390,-5.5,22
265.5,0,574,0,0,-0.02,,390,-5.49,22
265.6,0,574,0,0,-0.07,,390,-5.44,22
265.7,0,574,0,0,-0.05,,390,-5.4,22
265.8,0,574,0,0,-0.04,,390,-5.4,22
265.9,0,574,0,0,-0.04,,390,-5.43,22
266,0,574,0,0,-0.03,,390,-5.53,22
266.1,0,574,0,0,-0.03,,390,-5.59,22
266.2,0,574,0,0,-0.04,,390,-5.54,22
266.3,0,574,0,0,-0.04,,390,-5.49,22
266.4,0,574,0,0,-0.03,,390,-5.44,22
266.5,0,574,0,0,-0.06,,390,-5.4,22
266.6,0,574,0,0,-0.07,,390,-5.4,22
266.7,0,574,0,0,-0.1,,390,-5.41,22
266.8,0,574,0,0,-0.04,,390,-5.46,22
266.9,0,574,0,0,-0.05,,390,-5.5,22
267,0,574,0,0,-0.04,,390,-5.5,22
267.1,0,574,0,0,-0.06,,390,-5.5,22
267.2,0,574,0,0,-0.06,,390,-5.5,22
267.3,0,574,0,0,-0.04,,390,-5.47,22
267.4,0,574,0,0,-0.04,,390,-5.37,22
267.5,0,574,0,0,-0.04,,390,-5.33,22
267.6,0,574,0,0,-0.03,,390,-5.43,22
267.7,0,574,0,0,-0.03,,390,-5.5,22
267.8,0,574,0,0,-0.03,,390,-5.5,22
267.9,0,574,0,0,-0.03,,390,-5.49,22
268,0,574,0,0,-0.04,,390,-5.44,22
268.1,0,574,0,0,-0.02,,390,-5.4,22
268.2,0,574,0,0,-0.02,,390,-5.4,22
268.3,0,574,0,0,-0.03,,390,-5.41,22
268.4,0,574,0,0,-0.03,,390,-5.46,22
268.5,0,574,0,0,-0.04,,390,-5.49,22
268.6,0,574,0,0,-0.05,,390,-5.44,22
268.7,0,574,0,0,-0.04,,390,-5.4,22
268.8,0,574,0,0,-0.04,,390,-5.4,22
268.9,0,574,0,0,-0.04,,390,-5.4,22
269,0,574,0,0,-0.03,,390,-5.4,22
269.1,0,574,0,0,-0.03,,390,-5.41,22
269.2,0,574,0,0,-0.04,,390,-5.46,22
269.3,0,574,0,0,-0.04,,390,-5.49,22
269.4,0,574,0,0,-0.03,,390,-5.44,22
269.5,0,574,0,0,-0.03,,390,-5.4,22
269.6,0,574,0,0,-0.04,,390,-5.4,22
269.7,0,574,0,0,-0.04,,390,-5.4,22
269.8,0,574,0,0,-0.03,,390,-5.4,22
269.9,0,574,0,0,-0.03,,390,-5.4,22
270,0,574,0,0,-0.02,,390,-5.4,22
270.1,0,574,0,0,-0.01,,390,-5.4,22
270.2,0,574,0,0,-0.05,,390,-5.4,22
